incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
よろしく、お願いします,よろしくお願いいたします,politeness,お願いします,'お願いいたします' is more humble and polite.,intermediate
すみません、でした,申し訳、ございませんでした,politeness,すみません、でした,'申し訳ございませんでした' is a more formal apology.,advanced
なるほど、ですね,なるほど、左様でございますか,politeness,ですね,A very formal and polite way to show understanding.,advanced
ちょっと、いいですか,少々、よろしいでしょうか,politeness,ちょっと、いいですか,A more polite and formal way to ask for someone's time.,intermediate
待たせて、ごめん,お待たせして、申し訳ありません,politeness,待たせて、ごめん,A formal apology for making someone wait.,intermediate
知ってる,存じております,politeness,知ってる,'存じております' is the humble and polite form of '知っています'.,advanced
見る,拝見します,honorifics,見る,'拝見します' is the humble form for 'to see'.,advanced
聞く,伺います,honorifics,聞く,'伺います' is the humble form for 'to ask' or 'to listen'.,advanced
行く,参ります,honorifics,行く,'参ります' is the humble form for 'to go' or 'to come'.,advanced
いる,おります,honorifics,いる,'おります' is the humble form for 'to be'.,advanced
言う,申します,honorifics,言う,'申します' is the humble form for 'to say'.,advanced
食べる,いただきます,honorifics,食べる,'いただきます' is the humble form for 'to eat' or 'to receive'.,advanced
もらう,頂戴します,honorifics,もらう,'頂戴します' is the humble form for 'to receive'.,advanced
する,いたします,honorifics,する,'いたします' is the humble form for 'to do'.,advanced
会う,お目にかかります,honorifics,会う,'お目にかかります' is the humble form for 'to meet'.,advanced
訪問する,お邪魔します,honorifics,訪問する,'お邪魔します' is the humble way to say you will visit someone's place.,advanced
この、問題は、解決、不可能だ,この問題は、解決、不可能です,politeness,だ,Polite form.,beginner
彼は、約束を、破った,彼は、約束を、破りました,politeness,破った,Polite form.,beginner
彼女は、嘘を、ついた,彼女は、嘘を、つきました,politeness,ついた,Polite form.,beginner
彼は、試験に、合格した,彼は、試験に、合格しました,politeness,合格した,Polite form.,beginner
彼女は、大学を、卒業した,彼女は、大学を、卒業しました,politeness,卒業した,Polite form.,beginner
彼は、会社に、就職した,彼は、会社に、就職しました,politeness,就職した,Polite form.,beginner
彼女は、海外に、留学した,彼女は、海外に、留学しました,politeness,留学した,Polite form.,beginner
彼は、ボランティア活動に、参加した,彼は、ボランティア活動に、参加しました,politeness,参加した,Polite form.,beginner
彼女は、コンテストで、優勝した,彼女は、コンテストで、優勝しました,politeness,優勝した,Polite form.,beginner
彼は、新しい、ビジネスを、始めた,彼は、新しい、ビジネスを、始めました,politeness,始めた,Polite form.,beginner
彼女は、ついに、夢を、叶えた,彼女は、ついに、夢を、叶えました,politeness,叶えた,Polite form.,beginner
彼は、大きな、ミスを、犯した,彼は、大きな、ミスを、犯しました,politeness,犯した,Polite form.,intermediate
彼女は、彼を、許した,彼女は、彼を、許しました,politeness,許した,Polite form.,beginner
彼は、彼女に、感謝の、気持ちを、伝えた,彼は、彼女に、感謝の、気持ちを、伝えました,politeness,伝えた,Polite form.,beginner
彼女は、彼に、別れを、告げた,彼女は、彼に、別れを、告げました,politeness,告げた,Polite form.,beginner
彼は、真実を、知って、ショックを、受けた,彼は、真実を、知って、ショックを、受けました,politeness,受けた,Polite form.,intermediate
彼女は、彼の、言葉を、信じた,彼女は、彼の、言葉を、信じました,politeness,信じた,Polite form.,beginner
彼は、彼女の、ことを、深く、理解した,彼は、彼女の、ことを、深く、理解しました,politeness,理解した,Polite form.,intermediate
彼女は、彼の、才能を、認めた,彼女は、彼の、才能を、認めました,politeness,認めた,Polite form.,intermediate
彼は、自分の、限界を、超えた,彼は、自分の、限界を、超えました,politeness,超えた,Polite form.,intermediate
私は、昨日、彼に、会った,私は、昨日、彼に、会いました,politeness,会った,Polite form.,beginner
彼は、私に、電話を、かけてきた,彼は、私に、電話を、かけてきました,politeness,かけてきた,Polite form.,beginner
彼女は、私に、手紙を、くれた,彼女は、私に、手紙を、くれました,politeness,くれた,Polite form.,beginner
私は、彼女に、プレゼントを、あげた,私は、彼女に、プレゼントを、あげました,politeness,あげた,Polite form.,beginner
彼は、私に、道を、教えてくれた,彼は、私に、道を、教えてくれました,politeness,教えてくれた,Polite form.,beginner
私は、彼に、お金を、貸した,私は、彼に、お金を、貸しました,politeness,貸した,Polite form.,beginner
彼女は、私に、傘を、貸してくれた,彼女は、私に、傘を、貸してくれました,politeness,貸してくれた,Polite form.,beginner
私は、彼から、本を、借りた,私は、彼から、本を、借りました,politeness,借りた,Polite form.,beginner
彼は、私に、仕事を、手伝ってもらった,私は、彼に、仕事を、手伝ってもらいました,sentence_structure,,The subject who receives the favor should be '私は'.,advanced
彼女は、私を、パーティーに、招待してくれた,彼女は、私を、パーティーに、招待してくれました,politeness,招待してくれた,Polite form.,beginner
私は、彼に、夕食を、ごちそうになった,私は、彼に、夕食を、ごちそうになりました,politeness,ごちそうになった,Polite form.,intermediate
彼は、私を、駅まで、送ってくれた,彼は、私を、駅まで、送ってくれました,politeness,送ってくれた,Polite form.,beginner
私は、彼女に、空港まで、迎えにきてもらった,私は、彼女に、空港まで、迎えにきてもらいました,politeness,迎えにきてもらった,Polite form.,intermediate
彼は、私に、面白い、話を、してくれた,彼は、私に、面白い、話を、してくれました,politeness,してくれた,Polite form.,beginner
私は、彼に、日本語を、教えてもらった,私は、彼に、日本語を、教えてもらいました,politeness,教えてもらった,Polite form.,intermediate
彼女は、私の、宿題を、見てくれた,彼女は、私の、宿題を、見てくれました,politeness,見てくれた,Polite form.,beginner
私は、彼に、カメラを、修理してもらった,私は、彼に、カメラを、修理してもらいました,politeness,修理してもらった,Polite form.,intermediate
彼は、私の、ために、ドアを、開けてくれた,彼は、私の、ために、ドアを、開けてくれました,politeness,開けてくれた,Polite form.,beginner
私は、彼女に、席を、譲ってもらった,私は、彼女に、席を、譲ってもらいました,politeness,譲ってもらった,Polite form.,intermediate
彼は、私の、荷物を、持ってくれた,彼は、私の、荷物を、持ってくれました,politeness,持ってくれた,Polite form.,beginner
ペン、貸して,ペンを、貸してください,politeness,貸して,Polite request form.,beginner
塩、取って,塩を、取ってください,politeness,取って,Polite request form.,beginner
静かに、して,静かに、してください,politeness,して,Polite request form.,beginner
こっち、来て,こちらへ、来てください,politeness,来て,"Polite request form, 'こちらへ' is more polite.",beginner
これ、見て,これを、見てください,politeness,見て,Polite request form.,beginner
手伝って,手伝ってください,politeness,手伝って,Polite request form.,beginner
教えて,教えてください,politeness,教えて,Polite request form.,beginner
待って,待ってください,politeness,待って,Polite request form.,beginner
読んで,読んでください,politeness,読んで,Polite request form.,beginner
書いて,書いてください,politeness,書いて,Polite request form.,beginner
聞いて,聞いてください,politeness,聞いて,Polite request form.,beginner
話して,話してください,politeness,話して,Polite request form.,beginner
座って,座ってください,politeness,座って,Polite request form.,beginner
立って,立ってください,politeness,立って,Polite request form.,beginner
入って,入ってください,politeness,入って,Polite request form.,beginner
出て,出てください,politeness,出て,Polite request form.,beginner
開けて,開けてください,politeness,開けて,Polite request form.,beginner
閉めて,閉めてください,politeness,閉めて,Polite request form.,beginner
つけて,つけてください,politeness,つけて,"Polite request form (e.g., turn on the light).",beginner
消して,消してください,politeness,消して,"Polite request form (e.g., turn off the light).",beginner
この、問題は、解けれない,この問題は、解けません,advanced_grammar,解けれない,The potential form is '解ける'. '解けません' is the polite negative.,intermediate
彼は、納豆が、食べれない,彼は、納豆が、食べられません,advanced_grammar,食べれない,'食べられない' is the correct potential form.,intermediate
明日、早く、起きれないかもしれない,明日、早く、起きられないかもしれません,advanced_grammar,起きれない,'起きられない' is the correct potential form.,intermediate
漢字が、書けれない,漢字が、書けません,advanced_grammar,書けれない,The potential form is '書ける'.,intermediate
重くて、持てれない,重くて、持てません,advanced_grammar,持てれない,The potential form is '持てる'.,intermediate
彼は、私に、仕事を、させられた,私は、彼に、仕事を、させられました,causative_passive,,The subject of the passive sentence is '私'. The polite form is used.,advanced
先生に、立たされた,先生に、立たせられました,causative_passive,,Polite form of causative-passive.,advanced
母に、買い物に、行かされた,母に、買い物に、行かせられました,causative_passive,,Polite form of causative-passive.,advanced
部長に、残業させられた,部長に、残業させられました,causative_passive,,Polite form of causative-passive.,advanced
先輩に、お酒を、飲まされた,先輩に、お酒を、飲ませられました,causative_passive,,Polite form of causative-passive.,advanced
彼は、面白い、人です,彼は、面白い人です,punctuation_error,",",Comma is unnecessary.,beginner
彼女は、親切な、人です,彼女は、親切な人です,punctuation_error,",",Comma is unnecessary.,beginner
今日は、天気が、良い,今日は、天気が良いです,politeness,良い,Polite form.,beginner
私は、犬が、好きです,私は、犬が好きです,punctuation_error,",",Comma is unnecessary.,beginner
彼は、学生、です,彼は、学生です,punctuation_error,",",Comma is unnecessary.,beginner
彼女は、美しい、絵を、描いた,彼女は、美しい、絵を、描きました,politeness,描いた,Polite form.,beginner
彼は、毎晩、寝る、前に、本を、読む,彼は、毎晩、寝る、前に、本を、読みます,politeness,読む,Polite form.,beginner
彼女は、週末に、友達と、映画を、見に行く,彼女は、週末に、友達と、映画を、見に行きます,politeness,見に行く,Polite form.,beginner
彼は、子供の、頃、よく、川で、泳いだ,彼は、子供の、頃、よく、川で、泳ぎました,politeness,泳いだ,Polite form.,beginner
彼女は、毎朝、庭の、花に、水を、やる,彼女は、毎朝、庭の、花に、水を、やります,politeness,やる,Polite form.,beginner
彼は、失恋して、落ち込んでいる,彼は、失恋して、落ち込んでいます,politeness,落ち込んでいる,Polite form.,intermediate
彼女は、試験に、合格して、喜んでいる,彼女は、試験に、合格して、喜んでいます,politeness,喜んでいる,Polite form.,intermediate
彼は、プロジェクトの、成功に、貢献した,彼は、プロジェクトの、成功に、貢献しました,politeness,貢献した,Polite form.,intermediate
彼女は、ボランティア活動に、積極的に、参加している,彼女は、ボランティア活動に、積極的に、参加しています,politeness,参加している,Polite form.,intermediate
彼は、会議で、自分の、意見を、主張した,彼は、会議で、自分の、意見を、主張しました,politeness,主張した,Polite form.,intermediate
彼女は、彼の、提案に、賛成した,彼女は、彼の、提案に、賛成しました,politeness,賛成した,Polite form.,intermediate
彼は、彼女の、意見に、反対した,彼は、彼女の、意見に、反対しました,politeness,反対した,Polite form.,intermediate
彼女は、人前で、話すのが、苦手だ,彼女は、人前で、話すのが、苦手です,politeness,だ,Polite form.,intermediate
彼は、プレゼンテーションの、準備を、している,彼は、プレゼンテーションの、準備を、しています,politeness,している,Polite form.,intermediate
彼女は、報告書を、作成した,彼女は、報告書を、作成しました,politeness,作成した,Polite form.,intermediate
彼は、データを、分析している,彼は、データを、分析しています,politeness,分析している,Polite form.,intermediate
彼女は、顧客からの、問い合わせに、対応した,彼女は、顧客からの、問い合わせに、対応しました,politeness,対応した,Polite form.,intermediate
彼は、新しい、製品の、開発に、携わっている,彼は、新しい、製品の、開発に、携わっています,politeness,携わっている,Polite form.,advanced
彼女は、会社の、規則を、破った,彼女は、会社の、規則を、破りました,politeness,破った,Polite form.,intermediate
彼は、上司に、褒められた,彼は、上司に、褒められました,politeness,褒められた,Polite form.,intermediate
彼女は、後輩に、仕事を、教えた,彼女は、後輩に、仕事を、教えました,politeness,教えた,Polite form.,intermediate
彼は、同僚と、協力して、問題を、解決した,彼は、同僚と、協力して、問題を、解決しました,politeness,解決した,Polite form.,intermediate
彼女は、会議の、議事録を、取った,彼女は、会議の、議事録を、取りました,politeness,取った,Polite form.,intermediate
彼は、出張の、準備を、している,彼は、出張の、準備を、しています,politeness,している,Polite form.,intermediate
彼女は、電話で、アポイントを、取った,彼女は、電話で、アポイントを、取りました,politeness,取った,Polite form.,intermediate
彼は、メールの、返信を、書いている,彼は、メールの、返信を、書いています,politeness,書いている,Polite form.,intermediate
彼女は、スケジュールを、調整した,彼女は、スケジュールを、調整しました,politeness,調整した,Polite form.,intermediate
彼は、予算を、管理している,彼は、予算を、管理しています,politeness,管理している,Polite form.,intermediate
彼女は、イベントを、企画した,彼女は、イベントを、企画しました,politeness,企画した,Polite form.,intermediate
彼は、市場調査を、行った,彼は、市場調査を、行いました,politeness,行った,Polite form.,intermediate
神ってる,神がかっていますね,slang,神ってる,Slang for something being god-like or amazing.,advanced
りょ,了解しました,abbreviation,りょ,"Casual abbreviation for '了解' (ryoukai, roger/understood).",beginner
おけまる,オーケーです,slang,おけまる,A cute/slangy way to say 'OK'.,beginner
ぴえん,（悲しい様子）,slang,ぴえん,A slang word and emoticon used to express sadness.,advanced
草,（笑）,slang,草,"Internet slang for 'lol', because 'w' (for 'warai', laugh) looks like grass.",intermediate
エモい、写真,感情に、訴えかける、写真ですね,slang,エモい,"Slang from 'emotional', for something that evokes feelings.",advanced
バズる,（インターネットで）話題になる,slang,バズる,Slang for something 'buzzing' or going viral online.,intermediate
それ、ま？,それは、本当ですか？,slang,ま？,"Slang for 'マジ？' (maji?), meaning 'really?'.",intermediate
イケボ,良い声ですね,slang,イケボ,"Slang for 'ikemen voice', a handsome or cool voice.",intermediate
飯テロ,食欲をそそる、写真や、映像,slang,飯テロ,"'Meshi-terror' (meal terrorism) refers to posting delicious food pictures, especially late at night.",advanced
この、資料、fixした？,この資料は、確定しましたか？,business_japanese,fix,'fix' is jargon for 'finalize' or 'confirm'.,intermediate
ブレスト、しましょう,アイデア出しを、しましょう,business_japanese,ブレスト,'ブレスト' is from 'brainstorming'.,intermediate
彼の、説明は、冗長だった,彼の説明は、長くて、要点が、分かりにくかったです,redundancy,冗長,'冗長' (redundant/verbose) is a more formal word.,advanced
頭痛が、痛い,頭が、痛い,redundancy,頭痛が、痛い,"'頭痛' already means 'headache', so '痛い' is redundant.",beginner
まず、最初に,まず,redundancy,まず、最初に,'まず' and '最初に' both mean 'first'.,beginner
日本へ、来日する,日本へ、来る or 来日する,redundancy,日本へ、来日する,"'来日' means 'to come to Japan', so '日本へ' is redundant.",intermediate
馬から、落馬する,落馬する,redundancy,馬から、落馬する,'落馬' means 'to fall from a horse'.,intermediate
返事を、返してください,返事を、ください,redundancy,返事を、返す,'返事' (reply) and '返す' (to return) are redundant together.,beginner
すごい、巨漢,巨漢,redundancy,すごい、巨漢,'巨漢' (giant person) already implies 'すごい' (great/big).,intermediate
被害を、被る,被害を、受ける,redundancy,被害を、被る,'被害' (damage) and '被る' (to suffer) is a common but technically redundant set phrase. '受ける' is a simpler alternative.,intermediate
彼は、いまだに、未だに、来ない,彼は、まだ、来ない,redundancy,いまだに、未だに,Both mean 'still' or 'yet'. 'まだ' is sufficient.,beginner
後で、後悔する,後悔する,redundancy,後で、後悔する,"'後悔' (regret) implies something done in the past, so '後で' (later) is redundant.",intermediate
私は、日本語を、話せる、ことができる,私は、日本語を、話すことができます,redundancy,話せる、こと,The potential verb '話せる' and 'ことができる' are redundant.,beginner
この、問題は、難しい、問題だ,これは、難しい、問題です,word_choice,問題,Repeating '問題' sounds unnatural.,beginner
彼は、とても、すごく、背が高い,彼は、とても、背が高い,word_choice,すごく,Using both 'とても' and 'すごく' is redundant.,beginner
彼女は、美人で、きれいだ,彼女は、美人です,word_choice,きれい,'美人' (beautiful person) implies 'きれい' (pretty).,beginner
彼は、毎日、毎日、勉強している,彼は、毎日、勉強しています,word_choice,毎日、毎日,"Repetition can be used for emphasis, but a single '毎日' is standard.",beginner
私は、朝、朝食を、食べる,私は、朝、食事を、します or 朝食を、食べます,word_choice,朝、朝食,'朝食' (breakfast) implies '朝' (morning).,beginner
彼は、金髪の、ブロンドの、髪をしている,彼は、金髪です,word_choice,金髪、ブロンド,'金髪' and 'ブロンド' both mean 'blonde'.,intermediate
それは、良い、グッドな、アイデアだ,それは、良い、アイデアです,word_choice,良い、グッド,Both mean 'good'.,beginner
彼は、静かに、黙って、座っていた,彼は、黙って、座っていました,word_choice,静かに、黙って,'黙って' (silently) implies '静かに' (quietly).,intermediate
彼女は、嬉しくて、喜んでいた,彼女は、喜んでいました,word_choice,嬉しくて、喜んで,'喜ぶ' (to be delighted) implies '嬉しい' (happy).,intermediate
彼は、疲れて、くたびれていた,彼は、くたびれていました,word_choice,疲れて、くたびれて,'くたびれる' is a stronger version of '疲れる' (to get tired).,intermediate
会議は、3時から、スタートします,会議は、3時に、始まります,loan_word,スタート,'始まります' is the Japanese verb for 'to start'.,beginner
彼は、サッカーの、ファンだ,彼は、サッカーの、ファンです,politeness,だ,Polite form.,beginner
マイカーで、通勤しています,自家用車で、通勤しています,loan_word,マイカー,'マイカー' (my car) is Japanese-made English. '自家用車' is the formal term.,intermediate
テレビゲームで、遊ぶ,テレビゲームで、遊びます,politeness,遊ぶ,Polite form.,beginner
この、ボールペンは、書きやすい,この、ボールペンは、書きやすいです,politeness,書きやすい,Polite form.,beginner
この、マンションは、オートロックです,このマンションは、オートロックです,already_correct,,'マンション' and 'オートロック' are standard loan words.,beginner
彼は、フリーターです,彼は、フリーターです,already_correct,,'フリーター' (freeter) is a common term for a freelance part-timer.,beginner
OLを、しています,会社で、事務の、仕事を、しています,loan_word,OL,'OL' (Office Lady) is a somewhat dated Japanese-made English term.,intermediate
彼は、サラリーマンだ,彼は、会社員です,loan_word,サラリーマン,'会社員' is the general term.,beginner
ガソリンスタンドは、どこですか,ガソリンスタンドは、どこですか,already_correct,,'ガソリンスタンド' (gasoline stand) is the standard term.,beginner
コンビニで、お弁当を、買う,コンビニで、お弁当を、買います,politeness,買う,Polite form.,beginner
スーパーで、買い物をする,スーパーで、買い物をします,politeness,する,Polite form.,beginner
デパートの、セールに、行く,デパートの、セールに、行きます,politeness,行く,Polite form.,beginner
レストランで、食事する,レストランで、食事します,politeness,する,Polite form.,beginner
ホテルの、予約を、した,ホテルの、予約を、しました,politeness,した,Polite form.,beginner
アパートに、住んでいる,アパートに、住んでいます,politeness,住んでいる,Polite form.,beginner
タクシーを、呼んでください,タクシーを、呼んでください,already_correct,,This is a correct and polite request.,beginner
バスに、乗る,バスに、乗ります,politeness,乗る,Polite form.,beginner
電車が、遅れている,電車が、遅れています,politeness,遅れている,Polite form.,beginner
飛行機の、チケットを、予約した,飛行機の、チケットを、予約しました,politeness,予約した,Polite form.,beginner
パスポートを、なくした,パスポートを、なくしました,politeness,なくした,Polite form.,beginner
クレジットカードで、払えますか,クレジットカードで、支払えますか,politeness,払えますか,'支払えますか' is slightly more formal.,beginner
インターネットが、繋がらない,インターネットが、繋がりません,politeness,繋がらない,Polite form.,beginner
パソコンの、調子が、悪い,パソコンの、調子が、悪いです,politeness,悪い,Polite form.,beginner
スマホの、充電が、切れそうだ,スマホの、充電が、切れそうです,politeness,そうだ,Polite form.,beginner
エアコンが、効かない,エアコンが、効きません,politeness,効かない,Polite form.,beginner
テレビの、リモコンが、ない,テレビの、リモコンが、ありません,politeness,ない,Polite form.,beginner
電子レンジで、温める,電子レンジで、温めます,politeness,温める,Polite form.,beginner
洗濯機を、回す,洗濯機を、回します,politeness,回す,Polite form.,beginner
掃除機を、かける,掃除機を、かけます,politeness,かける,Polite form.,beginner
アイロンを、かける,アイロンを、かけます,politeness,かける,Polite form.,beginner
コーヒーを、淹れる,コーヒーを、淹れます,politeness,淹れる,Polite form.,beginner
お風呂に、入る,お風呂に、入ります,politeness,入る,Polite form.,beginner
歯を、磨く,歯を、磨きます,politeness,磨く,Polite form.,beginner
顔を、洗う,顔を、洗います,politeness,洗う,Polite form.,beginner
髪を、乾かす,髪を、乾かします,politeness,乾かす,Polite form.,beginner
服を、着る,服を、着ます,politeness,着る,Polite form.,beginner
靴を、履く,靴を、履きます,politeness,履く,Polite form.,beginner
帽子を、かぶる,帽子を、かぶります,politeness,かぶる,Polite form.,beginner
メガネを、かける,メガネを、かけます,politeness,かける,Polite form.,beginner
コンタクトレンズを、つける,コンタクトレンズを、つけます,politeness,つける,Polite form.,beginner
彼は、サッカーを、するのが、うまい,彼は、サッカーが、上手です,grammar,するのが、うまい,The particle 'が' is used with '上手'.,intermediate
彼女は、絵を、描くのが、下手だ,彼女は、絵を、描くのが、下手です,politeness,だ,Polite form.,beginner
犬は、猫より、大きい,犬は、猫より、大きいです,politeness,大きい,Polite form.,beginner
東京は、大阪より、人が、多い,東京は、大阪より、人が、多いです,politeness,多い,Polite form.,beginner
夏は、冬より、暑い,夏は、冬より、暑いです,politeness,暑い,Polite form.,beginner
彼は、私より、背が、高い,彼は、私より、背が、高いです,politeness,高い,Polite form.,beginner
この、本は、あの、本より、面白い,この、本は、あの、本より、面白いです,politeness,面白い,Polite form.,beginner
数学は、歴史より、難しい,数学は、歴史より、難しいです,politeness,難しい,Polite form.,beginner
肉と、魚と、どちらが、好き？,肉と、魚と、どちらが、好きですか,politeness,好き,Polite question form.,beginner
日本で、一番、高い、山は、富士山だ,日本で、一番、高い、山は、富士山です,politeness,だ,Polite form.,beginner
世界で、一番、大きい、国は、ロシアだ,世界で、一番、大きい、国は、ロシアです,politeness,だ,Polite form.,beginner
クラスで、一番、足が、速いのは、彼だ,クラスで、一番、足が、速いのは、彼です,politeness,だ,Polite form.,beginner
この、中で、一番、良いのは、どれ？,この、中で、一番、良いのは、どれですか,politeness,どれ,Polite question form.,beginner
旅行に、行く、前に、準備する,旅行に、行く、前に、準備します,politeness,する,Polite form.,beginner
食事が、終わった、後で、皿を、洗う,食事が、終わった、後で、皿を、洗います,politeness,洗う,Polite form.,beginner
彼は、家に、帰ってから、勉強した,彼は、家に、帰ってから、勉強しました,politeness,勉強した,Polite form.,beginner
私は、本を、読みながら、音楽を、聴く,私は、本を、読みながら、音楽を、聴きます,politeness,聴く,Polite form.,beginner
彼は、歩きながら、スマホを、見ていた,彼は、歩きながら、スマホを、見ていました,politeness,見ていた,Polite form.,beginner
雨が、降っている、間、家で、過ごした,雨が、降っている、間、家で、過ごしました,politeness,過ごした,Polite form.,beginner
子供が、寝ている、うちに、家事を、する,子供が、寝ている、うちに、家事を、します,politeness,する,Polite form.,beginner
日本に、いる、間に、色々な、所に、行きたい,日本に、いる、間に、色々な、所に、行きたいです,politeness,行きたい,Polite form.,beginner
彼は、私が、電話した、時、お風呂に、入っていた,彼は、私が、電話した、時、お風呂に、入っていました,politeness,入っていた,Polite form.,beginner
彼女は、ドアを、開けた、とたん、彼が、立っていた,彼女が、ドアを、開けた、とたん、彼が、立っていました,sentence_structure,,The subject for the first clause should be marked with 'が'. Polite form for the end.,advanced
彼は、家に、帰る、と、すぐに、寝てしまった,彼は、家に、帰ると、すぐに、寝てしまいました,politeness,てしまった,Polite form.,intermediate
春に、なれば、桜が、咲く,春に、なれば、桜が、咲きます,politeness,咲く,Polite form.,beginner
お金が、あれば、旅行に、行けるのに,お金が、あれば、旅行に、行けるのですが,politeness,行けるのに,"Polite form, sounds a bit softer.",intermediate
明日、晴れたら、海に、行こう,明日、晴れたら、海に、行きましょう,politeness,行こう,Polite suggestion.,beginner
もし、１億円、あったら、何が、したい？,もし、１億円、あったら、何を、したいですか,politeness,したい,Polite question form.,beginner
いくら、安くても、要らない、物は、買わない,いくら、安くても、要らない、物は、買いません,politeness,買わない,Polite form.,beginner
彼は、努力した、のに、試験に、落ちた,彼は、努力した、のに、試験に、落ちました,politeness,落ちた,Polite form.,intermediate
薬を、飲んだら、元気になった,薬を、飲んだら、元気になりました,politeness,なった,Polite form.,beginner
窓を、開けると、涼しい、風が、入ってきた,窓を、開けると、涼しい、風が、入ってきました,politeness,入ってきた,Polite form.,beginner
この、ボタンを、押せば、電気が、つく,この、ボタンを、押せば、電気が、つきます,politeness,つく,Polite form.,beginner
彼は、忙しい、くせに、いつも、遊んでいる,彼は、忙しい、くせに、いつも、遊んでいます,politeness,遊んでいる,Polite form.,intermediate
子供の、くせに、生意気だ,子供の、くせに、生意気です,politeness,だ,Polite form.,intermediate
知らない、くせに、知っている、ふりをする,知らない、くせに、知っている、ふりをします,politeness,する,Polite form.,intermediate
彼は、お金が、ない、わりに、よく、買い物をする,彼は、お金が、ない、わりに、よく、買い物をします,politeness,する,Polite form.,intermediate
この、お菓子は、値段の、わりに、おいしい,この、お菓子は、値段の、わりに、おいしいです,politeness,おいしい,Polite form.,intermediate
彼は、年の、わりには、若く、見える,彼は、年の、わりには、若く、見えます,politeness,見える,Polite form.,intermediate
この、仕事は、大変な、だけあって、給料が、高い,この、仕事は、大変な、だけあって、給料が、高いです,politeness,高い,Polite form.,advanced
彼は、スポーツ万能な、だけに、何でも、できる,彼は、スポーツ万能な、だけに、何でも、できます,politeness,できる,Polite form.,advanced
期待していた、だけに、がっかりした,期待していた、だけに、がっかりしました,politeness,がっかりした,Polite form.,advanced
この、レストランは、有名な、だけあって、サービスが、いい,この、レストランは、有名な、だけあって、サービスが、いいです,politeness,いい,Polite form.,advanced
彼は、努力家な、だけに、成功したのも、当然だ,彼は、努力家な、だけに、成功したのも、当然です,politeness,だ,Polite form.,advanced
この、コートは、高い、だけあって、品質が、良い,この、コートは、高い、だけあって、品質が、良いです,politeness,良い,Polite form.,advanced
彼は、日本語が、上手な、ばかりに、通訳を、頼まれた,彼は、日本語が、上手な、ばかりに、通訳を、頼まれました,politeness,頼まれた,Polite form.,advanced
お金が、ない、ばかりに、旅行に、行けない,お金が、ない、ばかりに、旅行に、行けません,politeness,行けない,Polite form.,advanced
正直に、言った、ばかりに、彼を、怒らせてしまった,正直に、言った、ばかりに、彼を、怒らせてしまいました,politeness,てしまった,Polite form.,advanced
彼女は、美人な、ばかりに、誤解される、ことが、ある,彼女は、美人な、ばかりに、誤解される、ことが、あります,politeness,ある,Polite form.,advanced
彼は、責任感が、強い、ばかりに、一人で、悩んでいる,彼は、責任感が、強い、ばかりに、一人で、悩んでいます,politeness,悩んでいる,Polite form.,advanced
英語が、できない、ばかりに、悔しい、思いを、した,英語が、できない、ばかりに、悔しい、思いを、しました,politeness,した,Polite form.,advanced
彼は、来るか、来ないか、分からない,彼は、来るか、来ないか、分かりません,politeness,分からない,Polite form.,intermediate
これが、正しいか、どうか、確認してください,これが、正しいか、どうか、確認してください,already_correct,,Correct and polite request.,intermediate
彼は、会議に、出席するか、どうか、まだ、決めていない,彼は、会議に、出席するか、どうか、まだ、決めていません,politeness,決めていない,Polite form.,intermediate
明日、晴れるか、どうか、天気予報を、見よう,明日、晴れるか、どうか、天気予報を、見ましょう,politeness,見よう,Polite suggestion form.,intermediate
その、話が、本当か、どうか、疑わしい,その、話が、本当か、どうか、疑わしいです,politeness,疑わしい,Polite form.,intermediate
彼が、パーティーに、来た、かどうか、覚えていますか,彼が、パーティーに、来た、かどうか、覚えていますか,already_correct,,Correct question.,intermediate
山田さんは、いますか,山田さん、いらっしゃいますか,honorifics,いますか,'いらっしゃいますか' is the honorific form.,intermediate
何と、言う、名前ですか,お名前は、何と、おっしゃいますか,honorifics,言う,Honorific form for asking a name.,advanced
これを、食べてください,これを、召し上がってください,honorifics,食べて,Honorific form for 'eat'.,intermediate
社長は、ゴルフを、します,社長は、ゴルフを、なさいます,honorifics,します,Honorific form for 'do'.,advanced
先生は、もう、帰りました,先生は、もう、お帰りになりました,honorifics,帰りました,Honorific form for 'go home'.,advanced
私が、持ちます,私が、お持ちします,honorifics,持ちます,Humble form for 'hold' or 'carry'.,intermediate
明日、伺います,明日、伺います,already_correct,,'伺います' is a correct humble verb for 'visit'.,advanced
私が、案内します,私が、ご案内します,honorifics,案内します,Humble form for 'guide'.,intermediate
意見を、言わせてください,意見を、申し上げさせて、いただけますでしょうか,honorifics,言わせてください,A very polite and humble way to ask for permission to speak.,advanced
資料を、見せてください,資料を、拝見させて、いただけますでしょうか,honorifics,見せてください,A very polite and humble way to ask to see something.,advanced
これは、簡単だったです,これは、簡単でした,grammar,だったです,The correct past polite form for na-adjectives is 'でした'.,intermediate
彼女は、きれいでしたです,彼女は、きれいでした,grammar,でしたです,'でした' is already the past polite form. 'です' is redundant.,intermediate
彼は、学生じゃなかったです,彼は、学生ではありませんでした,grammar,じゃなかったです,The formal past negative is 'ではありませんでした'.,intermediate
昨日、暑いでした,昨日は、暑かったです,grammar,暑いでした,The past polite form for i-adjectives is '-かったです'.,intermediate
